date, pm25, pm10, o3, no2, so2, co
2017/12/5, 210, 83, , 16, , 
2017/12/6, 171, , , , , 
2017/12/8, 189, 67, , 22, , 
2017/12/9, 205, 117, , 27, , 
2017/12/10, 233, 131, , 27, , 
2017/12/11, 228, 122, , 11, , 
2017/12/12, 213, 132, , 8, , 
2017/12/13, 210, 137, , 6, , 
2017/12/14, 211, 140, , 6, , 
2017/12/15, 209, 121, , 7, , 
2017/12/16, 197, 113, , 7, , 
2017/12/17, 189, 127, , 10, , 
2017/12/18, 205, 165, , 14, , 
2017/12/19, 265, 286, , 19, , 
2017/12/20, 382, 307, , 15, , 
2017/12/21, 394, 153, , 9, , 
2017/12/22, 233, 126, , 10, , 
2017/12/23, 191, 194, , 18, , 
2017/12/24, 290, 258, , 13, , 
2017/12/25, 334, 228, , 13, , 
2017/12/26, 300, 201, , 12, , 
2017/12/27, 280, 235, , 19, , 
2017/12/28, 312, 207, , 15, , 
2017/12/29, 288, 233, , 19, , 
2017/12/30, 328, , , 21, , 
2017/12/31, 323, 165, , 18, , 
2017/7/1, 247, 134, , 8, , 
2017/7/2, 258, 149, , 7, , 
2017/7/3, 163, , , 5, , 
2017/7/4, 158, , , 4, , 
2017/7/5, 158, , , 7, , 
2017/7/6, 155, , , 7, , 
2017/7/7, 151, , , 6, , 
2017/7/8, 145, , , 8, , 
2017/7/9, 165, , , 7, , 
2017/7/10, 161, , , 6, , 
2017/7/11, 149, , , 6, , 
2017/7/12, 133, , , 9, , 
2017/7/13, 135, , , 7, , 
2017/7/14, 138, , , 6, , 
2017/7/15, 148, , , 3, , 
2017/7/16, 148, , , 2, , 
2017/7/17, 153, , , 4, , 
2017/7/18, 155, , , 4, , 
2017/7/19, 164, , , 5, , 
2017/7/20, 146, , , 2, , 
2017/7/21, 120, , , 4, , 
2017/7/22, 124, , , 4, , 
2017/7/23, 120, , , 2, , 
2017/7/24, 116, , , 5, , 
2017/7/25, 129, , , 8, , 
2017/7/26, 126, , , 12, , 
2017/7/27, 137, , , 16, , 
2017/7/28, 130, , , 15, , 
2017/7/29, 133, , , , , 
2017/7/31, 124, , , 10, , 
2017/8/1, 107, , , 10, , 
2017/8/2, 135, , , 9, , 
2017/8/3, 130, , , 9, , 
2017/8/4, 154, , , 9, , 
2017/8/5, 164, , , 7, , 
2017/8/6, 166, , , 6, , 
2017/8/7, 158, , , 5, , 
2017/8/8, 150, , , 5, , 
2017/8/9, 161, , , 4, , 
2017/8/10, 174, , , 6, , 
2017/8/11, 142, , , 7, , 
2017/8/12, 112, , , 7, , 
2017/8/13, 130, , , 44, , 
2017/8/14, 142, , , 28, , 
2017/8/15, 144, , , 29, , 
2017/8/16, 149, , , 32, , 
2017/8/17, 154, , , 43, , 
2017/8/18, 160, , , 35, , 
2017/8/19, 145, , , , , 
2017/8/20, 124, , , 46, , 
2017/8/21, 140, , , 32, , 
2017/8/22, 147, , , 39, , 
2017/8/23, 152, , , 38, , 
2017/8/24, 146, , , 14, , 
2017/8/25, 161, , , 9, , 
2017/8/26, 145, , , 11, , 
2017/8/27, 148, , , 9, , 
2017/8/28, 120, , , 8, , 
2017/8/29, 122, , , 12, , 
2017/8/30, 133, , , 7, , 
2017/8/31, 144, , , 10, , 
2017/9/1, 118, , , 7, , 
2017/9/2, 111, , , 8, , 
2017/9/3, 126, , , 8, , 
2017/9/4, 147, , , 5, , 
2017/9/5, 138, , , 7, , 
2017/9/6, 113, , , , , 
2017/9/11, 172, , , 11, , 
2017/9/12, 159, , , 14, , 
2017/9/13, 177, , , 16, , 
2017/9/14, 178, , , 8, , 
2017/9/15, 169, , , 8, , 
2017/9/16, 172, , , 4, , 
2017/9/17, 158, , , 4, , 
2017/9/18, 170, , , 5, , 
2017/9/19, 184, , , 8, , 
2017/9/20, 191, , , 7, , 
2017/9/21, 163, , , 6, , 
2017/9/22, 131, , , 9, , 
2017/9/23, 128, , , 5, , 
2017/9/24, 173, , , 4, , 
2017/9/25, 167, , , 5, , 
2017/9/26, 176, , , 22, , 
2017/9/27, 190, , , 24, , 
2017/9/28, 199, , , 26, , 
2017/9/29, 193, , , 25, , 
