date, pm25, pm10, o3, no2, so2, co
2021/4/7, 150, 113, 20, 18, 3, 8
2021/4/8, 124, 136, 18, 21, 3, 9
2021/4/9, 124, 150, 24, 22, 4, 9
2021/4/10, 150, 144, 22, 21, 5, 9
2021/4/11, 146, 225, 24, 24, 7, 10
2021/4/12, 184, 212, 20, 23, 7, 9
2021/4/13, 179, 145, 18, 21, 5, 7
2021/4/14, 140, 184, 19, 20, 6, 8
2021/4/15, 165, 159, 2, 18, 4, 7
2021/4/16, 140, 86, 15, 14, 3, 6
2021/4/17, 109, 122, 26, 15, 4, 7
2021/4/18, 146, 162, 17, 17, 3, 10
2021/4/19, 125, 147, 21, 13, 4, 5
2021/4/20, 133, 83, 18, 10, 3, 5
2021/4/21, 118, 95, 26, 10, 2, 5
2021/4/22, 120, 87, 16, 9, 3, 6
2021/4/23, 113, 87, 22, 13, 2, 6
2021/4/24, 117, 139, 25, 15, 4, 8
2021/4/25, 160, 285, 30, 20, 6, 12
2021/4/26, 255, 349, 30, 21, 7, 14
2021/4/27, 275, 376, 29, 21, 7, 11
2021/4/28, 291, 341, 27, 16, 6, 8
2021/4/29, 242, 266, 26, 16, 4, 8
2021/4/30, 205, 160, 35, 13, 3, 6
2021/5/1, 163, 153, 25, 13, 2, 7
2021/5/2, 148, 231, 18, 12, 3, 7
2021/5/3, 158, 122, 18, 10, 3, 6
2021/5/4, 136, 125, 23, 8, 2, 7
2021/5/5, 152, 117, 13, 7, 2, 6
2021/5/6, 99, 83, 21, 10, 2, 7
2021/5/7, 134, 101, 27, 12, 2, 7
2021/5/8, 143, 89, 28, 8, 1, 6
2021/5/9, 136, 100, 13, 12, 2, 
2021/5/10, 141, 92, 31, 7, 2, 
2021/5/11, 127, 100, 18, 8, 2, 1
2021/5/12, 108, 69, , 7, 1, 3
2021/5/13, 106, 82, 11, 7, 2, 3
2021/5/14, 119, 133, 18, 9, 2, 4
2021/5/15, 104, 105, 28, 11, 3, 6
2021/5/16, 148, 155, 21, 15, 3, 5
2021/5/17, 175, 59, 6, 6, 1, 3
2021/5/18, 77, 50, 4, 6, 2, 3
2021/5/19, 116, 60, 9, 6, 1, 5
2021/5/20, 96, 62, 6, 7, 1, 4
2021/5/21, 105, 60, 17, 6, 1, 3
2021/5/22, 84, 387, 11, 6, 1, 2
2021/5/23, 189, 97, 20, 8, 1, 3
2021/5/24, 121, 96, 24, 10, 2, 5
2021/5/25, 106, 111, 30, 11, 2, 8
2021/5/26, 130, 105, 30, 7, 1, 7
2021/5/27, 118, , , , , 
2021/5/30, 76, 103, 19, 8, 2, 6
2021/5/31, 102, 122, 8, 7, 1, 5
2021/6/1, 84, 109, 6, 9, 2, 3
2021/6/2, 157, 128, 18, 10, 2, 7
2021/6/3, 185, 200, 10, 10, 1, 5
2021/6/4, 237, 201, 23, 9, 2, 6
2021/6/5, 126, 122, 23, 10, 2, 5
2021/6/6, 133, 141, 12, 12, 2, 4
2021/6/7, 153, 343, 4, 11, 3, 11
2021/6/8, 148, 250, 4, 9, 1, 4
2021/6/9, 131, 163, 6, 7, 2, 5
2021/6/10, 148, 101, 8, 8, 1, 6
2021/6/11, 106, 88, 8, 6, 1, 5
2021/6/12, 114, 73, 7, 8, 1, 5
2021/6/13, 114, 82, 14, 8, 1, 4
2021/6/14, 112, 96, 9, 6, 1, 4
2021/6/15, 108, 75, 8, 8, 1, 5
2021/6/16, 115, 102, 10, 8, 1, 6
2021/6/17, 145, 70, 7, 6, 1, 5
2021/6/18, 91, 61, 6, 6, 1, 5
2021/6/19, 88, 57, 4, 5, 1, 3
2021/6/20, 99, 81, 10, 7, 1, 6
2021/6/21, 126, 109, 3, 10, 2, 5
2021/6/22, 121, 227, 16, 12, 2, 7
2021/6/23, 161, 134, 7, 7, 1, 6
2021/6/24, 138, 139, 10, 9, 2, 5
2021/6/25, 138, 107, 11, 11, 1, 8
2021/6/26, 124, 137, 11, 9, 1, 4
2021/6/27, 168, 112, 13, 9, 2, 6
2021/6/28, 152, 151, 13, 14, 2, 7
2021/6/29, 149, 261, 7, 11, 3, 4
2021/6/30, 139, 182, 9, 9, 2, 5
2021/1/4, 137, 70, 23, 23, 8, 23
2021/1/5, 118, 118, 19, 22, 9, 26
2021/1/6, 168, 112, 9, 20, 7, 22
2021/1/7, 156, 157, 9, 23, 8, 26
2021/1/8, 170, 143, 8, 23, 9, 23
2021/1/9, 166, 117, 8, 19, 6, 16
2021/1/10, 158, 132, 7, 24, 8, 19
2021/1/11, 189, 152, 17, 28, 6, 28
2021/1/12, 246, 185, 17, 30, 10, 20
2021/1/13, 280, 198, 24, 37, 10, 59
2021/1/14, 437, , 25, 46, 12, 51
2021/1/15, 506, 484, 4, 32, 9, 1
2021/1/16, 310, 526, 8, 25, 8, 
2021/1/17, 305, 551, 7, 30, 11, 49
2021/1/18, 322, 317, 6, 29, 10, 21
2021/1/19, 329, 144, 9, 23, 8, 13
2021/1/20, 202, 407, 7, 43, 18, 24
2021/1/21, 341, 408, 5, 36, 10, 25
2021/1/22, 380, 206, 16, 30, 9, 14
2021/1/23, 262, 257, 14, 27, 9, 17
2021/1/24, 315, 192, 17, 26, 10, 18
2021/1/25, 236, 228, 54, 31, 11, 13
2021/1/26, 287, 232, 53, 37, 13, 20
2021/1/27, 233, 337, 11, 40, 14, 21
2021/1/28, 337, 325, 3, 41, 12, 16
2021/1/29, 316, 279, 2, 39, 12, 20
2021/1/30, 291, 341, 6, 40, 15, 22
2021/1/31, 305, 409, 4, 46, 16, 25
2021/2/1, 360, 421, 5, 47, 19, 24
2021/2/2, 350, 231, 2, 36, 14, 17
2021/2/3, 265, 139, 2, 31, 9, 12
2021/2/4, 212, 105, 6, 29, 25, 12
2021/2/5, 150, 119, 3, 31, 12, 11
2021/2/6, 185, 144, 4, 33, 11, 14
2021/2/7, 212, 239, 3, 34, 15, 16
2021/2/8, 298, 205, 8, 46, 13, 19
2021/2/9, 202, 288, 7, 30, 15, 19
2021/2/10, 288, 191, 6, 28, 10, 17
2021/2/11, 248, 257, 6, 28, 7, 18
2021/2/12, 314, 290, 6, 29, 7, 25
2021/2/13, 309, 347, 4, 27, 7, 30
2021/2/14, 310, 163, 15, 26, 7, 18
2021/2/15, 239, 173, 4, 29, 8, 15
2021/2/16, 236, 167, 14, 28, 10, 16
2021/2/17, 202, 174, 10, 23, 6, 17
2021/2/18, 208, 252, 7, 27, 7, 19
2021/2/19, 261, 163, 4, 31, 7, 17
2021/2/20, 201, 213, 2, 33, 7, 15
2021/2/21, 257, 218, 2, 35, 7, 15
2021/2/22, 240, 291, 2, 37, 11, 20
2021/2/23, 246, 348, 9, 44, 13, 26
2021/2/24, 270, 261, 3, 40, 8, 21
2021/2/25, 243, 206, 4, 37, 10, 14
2021/2/26, 201, 125, 3, 34, 10, 12
2021/2/27, 145, 107, 3, 36, 9, 10
2021/2/28, 149, 101, 5, 35, 7, 9
2021/3/1, 145, 101, 3, 35, 8, 8
2021/3/2, 139, 138, 3, 37, 11, 13
2021/3/3, 182, 167, 5, 43, 13, 21
2021/3/4, 219, 116, 3, 40, 10, 11
2021/3/5, 165, 111, 2, 40, 10, 11
2021/3/6, 177, 146, 3, 39, 11, 16
2021/3/7, 172, 155, 2, 38, 8, 11
2021/3/8, 177, 220, 2, 38, 7, 12
2021/3/9, 209, 126, 1, 16, 3, 11
2021/3/10, 161, 182, 2, 11, 4, 12
2021/3/11, 183, 147, 4, 6, 3, 8
2021/3/12, 147, 157, 8, 7, 4, 11
2021/3/13, 194, 118, 9, 10, 5, 9
2021/3/14, 171, 147, 8, 15, 5, 9
2021/3/15, 188, 189, 4, 14, 4, 9
2021/3/16, 189, 203, 9, 18, 6, 9
2021/3/17, 207, 200, 17, 20, 4, 11
2021/3/19, 148, 125, 14, 18, 5, 10
2021/3/20, 197, 144, 16, 17, 7, 10
2021/3/21, 209, 128, 7, 17, 4, 10
2021/3/22, 159, 112, 4, 14, 3, 7
2021/3/23, 141, 77, 15, 16, 6, 7
2021/3/24, 154, 62, 7, 13, 3, 6
2021/3/25, 123, 60, 12, 15, 3, 8
2021/3/26, 145, , 15, 21, 6, 11
2021/3/27, 193, , 20, 17, 4, 8
2021/3/28, 182, , , , , 
2020/10/1, 139, 149, 27, 18, 8, 10
2020/10/2, 143, 144, 25, 19, 6, 12
2020/10/3, 137, 148, 31, 22, 8, 11
2020/10/4, 139, 168, 26, 20, 8, 11
2020/10/5, 135, 171, 26, 23, 11, 14
2020/10/6, 144, 226, 24, 19, 12, 14
2020/10/7, 170, 202, 33, 24, 11, 13
2020/10/8, 152, 180, 35, 23, 11, 15
2020/10/9, 153, 169, 30, 24, 10, 13
2020/10/10, 155, 170, 3, 24, 11, 15
2020/10/11, 155, 269, 20, 24, 12, 18
2020/10/12, 176, 308, 19, 21, 13, 20
2020/10/13, 185, 238, 7, 21, 11, 27
2020/10/14, 175, 274, 20, 23, 12, 14
2020/10/15, 171, 294, 13, 23, 13, 20
2020/10/16, 180, 280, 27, 31, 12, 15
2020/10/17, 175, 190, 22, 29, 10, 11
2020/10/18, 153, 221, 26, 27, 10, 15
2020/10/19, 162, 251, 27, 29, 12, 17
2020/10/20, 159, 348, 21, 28, 13, 23
2020/10/21, 169, 410, 29, 32, 15, 24
2020/10/22, 207, 457, 29, 32, 12, 18
2020/10/23, 237, 374, 18, 31, 12, 22
2020/10/24, 209, 403, 20, 31, 14, 25
2020/10/25, 220, 343, 26, 30, 10, 19
2020/10/26, 209, 222, 28, 27, 8, 19
2020/10/27, 178, 324, 31, 30, 11, 17
2020/10/28, 194, 463, 43, 36, 11, 26
2020/10/29, 242, 356, 31, 29, 11, 20
2020/10/30, 214, 348, 27, 26, 9, 21
2020/10/31, 229, 370, 30, 26, 13, 22
2020/11/1, 247, 312, 25, 22, 12, 19
2020/11/2, 199, 327, 11, 9, 10, 25
2020/11/3, 187, 506, 10, 21, 18, 29
2020/11/4, 285, 426, 15, 20, 18, 25
2020/11/5, 245, 436, 15, 18, 18, 28
2020/11/6, 251, 464, 18, 21, 15, 28
2020/11/7, 307, 539, 20, 56, 18, 28
2020/11/8, 321, 706, 19, 61, 18, 33
2020/11/9, 418, 785, 21, 60, 14, 35
2020/11/10, 433, 402, 14, 40, 14, 29
2020/11/11, 240, 377, 12, 43, 12, 27
2020/11/12, 226, 375, 15, 50, 11, 29
2020/11/13, 237, 516, 19, 45, 13, 34
2020/11/14, 349, 347, 28, 26, 21, 27
2020/11/15, 348, 77, 11, 17, 9, 16
2020/11/16, 131, 73, 10, 20, 10, 16
2020/11/17, 127, 99, 24, 23, 9, 17
2020/11/18, 152, 200, 22, 30, 11, 20
2020/11/19, 168, 176, 20, 26, 10, 18
2020/11/20, 163, 159, 18, 25, 12, 18
2020/11/21, 146, 212, 17, 28, 15, 21
2020/11/22, 167, 418, 20, 39, 16, 33
2020/11/23, 222, 488, 11, 41, 14, 35
2020/11/24, 255, 433, 26, 34, 19, 28
2020/11/25, 252, 123, 10, 20, 11, 16
2020/11/26, 130, 84, 10, 21, 9, 14
2020/11/27, 126, 95, 13, 27, 12, 16
2020/11/28, 151, 101, 26, 27, 20, 17
2020/11/29, 169, 159, 17, 36, 13, 19
2020/11/30, 184, 176, 16, 38, 15, 26
2020/12/1, 226, 175, 15, 35, 14, 25
2020/12/2, 203, 339, 23, 36, 16, 29
2020/12/3, 207, 469, 31, 42, 13, 38
2020/12/4, 247, 350, 21, 32, 11, 27
2020/12/5, 227, 198, 18, 30, 11, 24
2020/12/6, 210, 223, 18, 30, 10, 27
2020/12/7, 231, 260, 22, 31, 12, 29
2020/12/8, 225, 272, 17, 33, 13, 33
2020/12/9, 220, 141, 25, 24, 12, 20
2020/12/10, 170, 171, 18, 33, 11, 22
2020/12/11, 178, 147, 15, 19, 8, 20
2020/12/12, 196, 98, 10, 16, 7, 14
2020/12/13, 148, 100, 10, 15, 9, 12
2020/12/14, 131, 125, 11, 18, 13, 13
2020/12/15, 155, 130, 11, 19, 9, 14
2020/12/16, 151, 144, 11, 17, 8, 14
2020/12/17, 164, 165, 16, 25, 9, 16
2020/12/18, 158, 255, 16, 29, 10, 18
2020/12/19, 183, 255, 14, 28, 10, 18
2020/12/20, 188, 326, 20, 36, 16, 28
2020/12/21, 206, 508, 14, 41, 14, 37
2020/12/22, 289, 394, 13, 39, 16, 41
2020/12/23, 297, 320, 10, 37, 12, 32
2020/12/24, 271, 191, 8, 33, 11, 13
2020/12/25, 194, 209, 11, 36, 11, 14
2020/12/26, 214, 250, 13, 35, 12, 13
2020/12/27, 221, 162, 8, 26, 11, 17
2020/12/28, 155, 178, 14, 32, 10, 30
2020/12/29, 174, 171, 10, 26, 8, 34
2020/12/30, 176, 350, 8, 36, 10, 42
2020/12/31, 230, 716, 11, 43, 13, 69
2021/1/1, 370, 541, 11, 42, 12, 49
2021/1/2, 292, 168, 7, 26, 10, 35
2021/1/3, 175, 106, 11, 27, 9, 25
2020/7/1, 139, 87, 17, 13, 9, 14
2020/7/2, 147, 93, 13, 14, 10, 14
2020/7/3, 155, 71, 10, 11, 9, 12
2020/7/4, 125, 43, 11, 10, 8, 12
2020/7/5, 85, 68, 5, 12, 8, 12
2020/7/6, 143, 51, 10, 8, 8, 12
2020/7/7, 79, 50, 5, 10, 8, 13
2020/7/8, 91, 58, 5, 12, 10, 12
2020/7/9, 118, 57, 5, 12, 11, 14
2020/7/10, 85, 49, 7, 13, 8, 12
2020/7/11, 78, 42, 2, 12, 6, 10
2020/7/12, 72, 72, 4, 14, 7, 11
2020/7/13, 90, 85, 2, 12, 9, 12
2020/7/14, 106, 69, 25, 10, 8, 11
2020/7/15, 120, 60, 4, 12, 8, 11
2020/7/16, 106, 63, 5, 12, 7, 12
2020/7/17, 132, 66, 4, 12, 8, 11
2020/7/18, 119, 45, 2, 11, 8, 10
2020/7/19, 97, 53, 8, 13, 8, 11
2020/7/20, 77, 45, 3, 12, 7, 10
2020/7/21, 90, 39, 3, 12, 7, 10
2020/7/22, 97, 62, 6, 15, 7, 12
2020/7/23, 114, 81, 9, 14, 7, 11
2020/7/24, 142, 65, 3, 10, 7, 11
2020/7/25, 111, 75, 3, 13, 8, 11
2020/7/26, 131, 82, 3, 16, 8, 10
2020/7/27, 110, 67, 2, 12, 10, 11
2020/7/28, 80, 65, 3, 14, 8, 10
2020/7/29, 75, 49, 3, 13, 7, 10
2020/7/30, 58, 70, 4, 15, 6, 10
2020/7/31, 118, 58, 4, 16, 8, 12
2020/8/1, 110, 48, 2, 13, 9, 11
2020/8/2, 75, 51, 2, 12, 9, 9
2020/8/3, 79, 58, 2, 13, 8, 10
2020/8/4, 77, 67, 5, 14, 7, 11
2020/8/5, 111, 70, 4, 11, 7, 10
2020/8/6, 75, 55, 6, 12, 7, 10
2020/8/7, 80, 68, 4, 14, 8, 11
2020/8/8, 130, 52, 2, 11, 7, 10
2020/8/9, 109, 67, 4, 11, 7, 10
2020/8/10, 118, 74, 2, 13, 8, 12
2020/8/11, 137, 55, 2, 11, 9, 10
2020/8/12, 75, 32, 2, 11, 7, 10
2020/8/13, 64, 65, 4, 12, 7, 11
2020/8/14, 102, 59, 3, 9, 6, 9
2020/8/15, 111, 53, 5, 12, 7, 10
2020/8/16, 84, 58, 9, 13, 7, 12
2020/8/17, 103, 71, 3, 15, 8, 10
2020/8/18, 118, 45, 7, 13, 7, 10
2020/8/19, 89, 77, 7, 13, 13, 15
2020/8/20, 88, 76, 6, 9, 10, 11
2020/8/21, 81, 70, 4, 8, 14, 10
2020/8/22, 68, 58, 7, 7, 15, 12
2020/8/23, 62, 53, 13, 13, 16, 11
2020/8/24, 78, 58, 1, 12, 9, 15
2020/8/25, 60, 58, 2, 15, 15, 20
2020/8/26, 58, 59, 2, 15, 13, 17
2020/8/27, 56, 69, 11, 17, 13, 23
2020/8/28, 82, 84, 10, 16, 9, 17
2020/8/29, 95, 74, 4, 11, 10, 17
2020/8/30, 72, 39, 13, 9, 8, 13
2020/8/31, 26, , , , , 
2020/9/2, 71, 103, 19, 16, 11, 14
2020/9/3, 96, 100, 11, 14, 10, 23
2020/9/4, 98, , , , , 
