date, pm25, pm10, o3, no2, so2, co
2021/12/24, 323, 260, 12, 19, 3, 13
2021/12/25, 349, 279, 7, 15, 2, 12
2021/12/26, 359, 80, 9, 10, 3, 6
2021/12/27, 158, 90, 4, 15, 3, 6
2021/12/28, 165, 108, 7, 15, 2, 7
2021/12/29, 173, 165, 9, 17, 3, 9
2021/12/30, 215, 160, 10, 20, 2, 8
2021/12/31, 211, 244, 10, 21, 3, 11
2022/1/1, 278, 225, 10, 20, 5, 10
2022/1/2, 286, 250, 14, 20, 3, 11
2021/7/1, 120, 214, 8, 9, 3, 3
2021/7/2, 134, 88, 7, 11, 3, 3
2021/7/3, 98, 114, 14, 16, 3, 5
2021/7/4, 143, 119, 12, 14, 2, 3
2021/7/5, 131, 122, 16, 12, 3, 4
2021/7/6, 116, 157, 14, 16, 3, 4
2021/7/7, 129, 170, 16, 11, 8, 6
2021/7/8, 120, 78, 16, 8, 3, 4
2021/7/9, 116, 72, 9, 8, 3, 4
2021/7/10, 112, 76, 10, 7, 2, 3
2021/7/11, 117, 65, 7, 7, 2, 3
2021/7/12, 102, 37, 2, 7, 3, 3
2021/7/13, 56, 44, 3, 7, 2, 4
2021/7/14, 84, 46, 4, 3, 3, 4
2021/7/15, 92, 61, 10, 4, 2, 4
2021/7/16, 109, 85, 18, 6, 3, 4
2021/7/17, 151, 63, 6, 10, 2, 4
2021/7/18, 104, 33, 2, 6, 2, 3
2021/7/19, 47, 38, 6, 6, 2, 4
2021/7/20, 81, 47, 11, 7, 3, 5
2021/7/21, 88, 33, 5, 2, 2, 3
2021/7/22, 69, 46, 11, 4, 2, 4
2021/7/23, 94, 56, 12, 5, 2, 4
2021/7/24, 123, 31, 2, 3, 2, 8
2021/7/25, 60, 53, 5, 5, 2, 5
2021/7/26, 119, 45, 1, 7, 1, 5
2021/7/27, 107, 23, 1, 7, , 4
2021/7/28, 50, 41, 2, 5, 2, 4
2021/7/29, 72, 34, 3, 4, 2, 4
2021/7/30, 69, 29, 6, 3, 1, 4
2021/7/31, 64, 52, 3, 6, 2, 4
2021/8/1, 78, 43, 5, 5, 2, 4
2021/8/2, 93, 37, 14, 3, 2, 4
2021/8/3, 79, 30, 7, 3, 1, 3
2021/8/4, 66, 42, 6, 4, 1, 5
2021/8/5, 80, 44, 8, 4, 1, 4
2021/8/6, 95, 45, 4, 6, 2, 4
2021/8/7, 99, 42, 5, 6, 1, 4
2021/8/8, 93, 52, 10, 8, 2, 5
2021/8/9, 119, 82, 3, 7, 3, 4
2021/8/10, 99, 84, 6, 6, 2, 3
2021/8/11, 93, 83, 6, 5, 2, 4
2021/8/12, 86, 75, 8, 6, 2, 4
2021/8/13, 92, 75, 9, 4, 2, 3
2021/8/14, 88, 78, 9, 5, 2, 3
2021/8/15, 92, 82, 9, 5, 2, 4
2021/8/16, 100, 100, 10, 6, 2, 5
2021/8/17, 135, 108, 15, 9, 2, 5
2021/8/18, 152, 92, 14, 7, 1, 5
2021/8/19, 161, 53, 9, 6, 2, 4
2021/8/20, 107, 28, 3, 2, 2, 4
2021/8/21, 64, 42, 9, 5, 3, 5
2021/8/22, 109, 48, 16, 5, 2, 4
2021/8/23, 95, 58, 5, 7, 2, 5
2021/8/24, 116, 81, 7, 7, 2, 5
2021/8/25, 101, 86, 7, 5, 1, 4
2021/8/26, 85, 99, 8, 5, 2, 4
2021/8/27, 106, 86, 14, 7, 2, 5
2021/8/28, 129, 78, 12, 5, 2, 4
2021/8/29, 140, 33, 6, 3, 3, 4
2021/8/30, 74, 31, 2, 4, 2, 5
2021/8/31, 58, 25, 3, 3, 2, 4
2021/9/1, 61, 37, 7, 5, 2, 4
2021/9/2, 55, 43, 15, 3, 2, 5
2021/9/3, 67, 32, 16, 5, 2, 5
2021/9/4, 65, 65, 20, 10, 2, 7
2021/9/5, 136, 55, 13, 6, 2, 5
2021/9/6, 128, 50, 7, 4, 2, 4
2021/9/7, 110, 36, 7, 4, 2, 4
2021/9/8, 68, 43, 8, 5, 2, 5
2021/9/9, 86, 42, 9, 3, 2, 4
2021/9/10, 87, 36, 6, 3, 2, 5
2021/9/11, 45, 46, 14, 5, 2, 4
2021/9/12, 76, 39, 6, 3, 2, 4
2021/9/13, 75, 39, 5, 3, 2, 4
2021/9/14, 69, 48, 10, 5, 2, 5
2021/9/15, 67, 76, 4, 7, 2, 5
2021/9/16, 84, 27, 6, 2, 2, 4
2021/9/17, 59, 34, 10, 2, 2, 5
2021/9/18, 79, 50, 10, 5, 2, 5
2021/9/19, 95, 56, 16, 6, 2, 5
2021/9/20, 106, 59, 12, 7, 2, 5
2021/9/21, 110, 40, 11, 4, 2, 4
2021/9/22, 68, 49, 12, 3, 2, 4
2021/9/23, 77, 28, 8, 3, 2, 4
2021/9/24, 60, 30, 9, 2, 2, 4
2021/9/25, 66, 35, 11, 3, 2, 4
2021/9/26, 85, 64, 15, 6, 2, 5
2021/9/27, 132, 47, 13, 3, 2, 4
2021/9/28, 79, 52, 12, 5, 3, 5
2021/9/29, 98, 74, 17, 8, 2, 6
2021/9/30, 129, 91, 18, 9, 2, 7
2021/4/1, 102, 122, 38, 15, 17, 10
2021/4/2, 133, 115, 47, 16, 16, 8
2021/4/3, 130, 130, 42, 17, 17, 11
2021/4/4, 145, 131, 74, 17, 15, 9
2021/4/5, 149, 187, 69, 13, 18, 17
2021/4/6, 202, 126, 47, 9, 9, 12
2021/4/7, 140, 108, 45, 13, 11, 10
2021/4/8, 124, 138, 51, 16, 12, 12
2021/4/9, 129, 140, 47, 18, 13, 12
2021/4/10, 142, 145, 44, 17, 16, 14
2021/4/11, 145, 250, 50, 20, 17, 16
2021/4/12, 196, 225, 44, 18, 18, 15
2021/4/13, 193, 148, 40, 13, 14, 8
2021/4/14, 143, 212, 44, 14, 18, 14
2021/4/15, 181, 147, 9, 15, 23, 14
2021/4/16, 136, 75, , 9, 12, 7
2021/4/17, 111, 128, , 10, 15, 8
2021/4/18, 154, 177, , 13, 13, 8
2021/4/19, 130, 177, , 11, 17, 8
2021/4/20, 134, 82, , 7, 9, 9
2021/4/21, 114, 103, , 9, 10, 9
2021/4/22, 133, 97, , 7, 11, 9
2021/4/23, 128, 84, , 10, 8, 9
2021/4/24, 108, 139, , 13, 11, 12
2021/4/25, 149, 303, 45, 21, 19, 10
2021/4/26, 247, 366, 83, 23, 16, 9
2021/4/27, 254, 374, 77, 20, 18, 9
2021/4/28, 276, 355, 69, 15, 14, 9
2021/4/29, 241, 275, 62, 12, 13, 9
2021/4/30, 183, 168, 80, 9, 7, 6
2021/5/1, 154, 163, 47, 8, 6, 7
2021/5/2, 140, 135, 40, 9, 7, 14
2021/5/3, 134, 134, 43, 8, 10, 11
2021/5/4, 145, 127, 69, 7, 10, 16
2021/5/5, 156, 133, 44, 8, 9, 15
2021/5/6, 147, 75, 51, 12, 6, 9
2021/5/7, 128, 102, 76, 13, 8, 11
2021/5/8, 158, 101, 82, 9, 10, 14
2021/5/9, 152, 82, 47, 11, 6, 10
2021/5/10, 140, 110, 66, 11, 9, 11
2021/5/11, 156, 112, 34, 7, 6, 10
2021/5/12, 133, 69, 11, 7, 5, 11
2021/5/13, 123, 90, 22, 10, 4, 26
2021/5/14, 138, 155, 31, 11, 6, 30
2021/5/15, 121, 96, 55, 11, 11, 11
