date, pm25, pm10, o3, no2, so2, co
2021/5/18, 70, 41, 14, 7, 2, 5
2021/5/19, 104, 34, 39, 5, 3, 5
2021/5/20, 82, 36, 35, 8, 2, 5
2021/5/21, 92, 67, 59, 6, 4, 4
2021/5/22, 80, 371, 50, 5, 4, 3
2021/5/23, 174, 74, 62, 5, 6, 3
2021/5/24, 113, 61, 99, 7, 4, 5
2021/5/25, 73, 60, 122, 10, 5, 6
2021/5/26, 100, 68, 115, 12, 4, 8
2021/5/27, 115, 61, 54, 8, 4, 7
2021/5/28, 100, 52, 46, 4, 4, 4
2021/5/29, 53, 59, 46, 5, 4, 5
2021/5/30, 62, 62, 85, 10, 2, 8
2021/5/31, 91, 67, 56, 6, 3, 5
2021/6/1, 72, 59, 61, 6, 4, 5
2021/6/2, 110, 70, 110, 9, 5, 7
2021/6/3, 125, 72, 82, 7, 3, 6
2021/6/4, 136, 66, 69, 8, 2, 3
2021/6/5, 91, 66, 61, 7, 1, 9
2021/6/6, 80, 71, 85, 8, 2, 7
2021/6/7, 102, 139, 32, 6, 1, 5
2021/6/8, 125, 117, 33, 4, 2, 6
2021/6/9, 106, 100, 53, 6, 5, 6
2021/6/10, 136, 97, 44, 7, 4, 5
2021/6/11, 100, 54, 43, 5, 4, 6
2021/6/12, 95, 38, 35, 5, 4, 6
2021/6/13, 89, 48, 95, 7, 4, 6
2021/6/14, 90, 72, 63, 3, 5, 6
2021/6/15, 87, 51, 68, 9, 4, 6
2021/6/16, 87, 54, 54, 10, 3, 6
2021/6/17, 94, 39, 27, 7, 1, 5
2021/6/18, 72, 35, 28, 6, 1, 5
2021/6/19, 60, 30, 31, 6, 1, 5
2021/6/20, 66, 47, 52, 10, 2, 6
2021/6/21, 94, 72, 72, 9, 3, 6
2021/6/22, 114, 128, 109, 13, 5, 7
2021/6/23, 155, 85, 50, 9, 4, 6
2021/6/24, 126, 86, 43, 9, 3, 5
2021/6/25, 120, 68, 73, 11, 3, 7
2021/6/26, 100, 87, 80, 10, 3, 9
2021/6/27, 154, 75, 95, 9, 2, 7
2021/6/28, 152, 88, 78, 10, 3, 6
2021/6/29, 139, 127, 33, 6, 2, 5
2021/6/30, 115, 103, 33, 4, 3, 4
2021/1/4, 155, 59, 8, 15, 3, 9
2021/1/5, 142, 99, 8, 12, 3, 9
2021/1/6, 201, 91, 23, 8, 3, 6
2021/1/7, 181, 114, 10, 15, 2, 8
2021/1/8, 194, 112, 21, 14, 4, 6
2021/1/9, 200, 102, 25, 9, 2, 4
2021/1/10, 189, 98, 30, 10, 2, 6
2021/1/11, 181, 112, 31, 11, 3, 9
2021/1/12, 210, 152, 32, 12, 3, 15
2021/1/13, 264, 349, 42, 18, 4, 29
2021/1/14, 431, 265, 38, 14, 3, 25
2021/1/15, 382, 192, 34, 19, 2, 17
2021/1/16, 283, 160, 16, 14, 2, 11
2021/1/17, 276, 136, 22, 12, 3, 11
2021/1/18, 238, 171, 17, 12, 3, 19
2021/1/19, 281, 98, 26, 9, 2, 14
2021/1/20, 190, 101, 43, 11, 2, 19
2021/1/21, 193, 145, 17, 14, , 26
