date, pm25, pm10, o3, no2, so2, co
2021/1/12, 232, 261, 14, 12, 1, 18
2021/1/13, 267, 479, 8, 18, 1, 24
2021/1/14, 416, 632, 15, 23, 3, 33
2021/1/15, 492, 173, 8, 9, , 15
2021/1/16, 240, 205, 12, 11, 1, 13
2021/1/17, 267, 292, 9, 15, 2, 21
2021/1/18, 290, 255, 6, 9, 1, 16
2021/1/19, 273, 137, 10, 7, 2, 8
2021/1/20, 197, 218, 17, 11, 2, 18
2021/1/21, 234, 352, 7, 14, 1, 17
2021/1/22, 337, 172, 13, 12, 1, 12
2021/1/23, 219, 247, , 7, 1, 8
2021/1/24, 274, 203, 12, 6, 1, 10
2021/1/25, 217, 244, 5, 9, 2, 12
2021/1/26, 267, 273, 19, 13, 3, 15
2021/1/27, 240, 376, 17, 14, 4, 17
2021/1/28, 324, 288, 15, 12, 4, 11
2021/1/29, 291, 239, 13, 14, 5, 11
2021/1/30, 258, 328, 23, 14, 3, 17
2021/1/31, 278, 403, 22, 21, 4, 27
2021/2/1, 326, 422, 24, 21, 7, 23
2021/2/2, 329, 228, 14, 17, 3, 12
2021/2/3, 245, 138, 10, 7, 2, 8
2021/2/4, 197, 108, 13, 8, 4, 6
2021/2/5, 152, 129, 14, 7, 4, 6
2021/2/6, 182, 174, 18, 9, 5, 10
2021/2/7, 222, 283, 20, 11, 5, 10
2021/2/8, 272, 248, 7, 18, 4, 22
2021/2/9, 189, 312, 22, 17, 6, 18
2021/2/10, 276, 241, 17, 12, 5, 13
2021/2/11, 245, 313, 20, 12, 5, 18
2021/2/12, 292, 229, 57, 12, 2, 25
2021/2/13, 235, 284, 31, 14, 2, 23
2021/2/14, 262, 256, 18, 14, 2, 20
2021/2/15, 224, 216, 21, 13, 4, 13
2021/2/16, 227, 258, 17, 11, 3, 19
2021/2/17, 241, 246, 20, 13, 2, 21
2021/2/18, 232, 226, 7, 8, 2, 16
2021/2/19, 232, 147, 13, 13, 4, 15
2021/2/20, 185, 249, 18, 12, 5, 22
2021/2/21, 259, 243, 18, 11, 7, 12
2021/2/22, 242, 311, 19, 16, 8, 32
2021/2/23, 230, 358, 16, 15, 11, 38
2021/2/24, 249, 283, 14, 13, 7, 17
2021/2/25, 243, 212, 13, 13, 7, 20
2021/2/26, 198, 181, 140, 12, 3, 10
2021/2/27, 144, 156, 19, 9, 5, 6
2021/2/28, 156, 135, 18, 8, 6, 5
2021/3/1, 151, 124, 21, 4, 7, 4
2021/3/2, 147, 192, 21, 13, 8, 15
2021/3/3, 176, 243, 31, 18, 5, 17
2021/3/4, 198, 185, 18, 7, 6, 5
2021/3/5, 197, 150, 22, 9, 5, 12
2021/3/6, 170, 225, 30, 16, 6, 13
2021/3/7, 201, 153, 23, 11, 4, 9
2021/3/8, 171, 219, 16, 11, 4, 9
2021/3/9, 191, 109, 22, 9, 5, 6
2021/3/10, 129, 171, 23, 17, 5, 15
2021/3/11, 174, 127, 13, 12, 3, 7
2021/3/12, 134, 182, 20, 9, 8, 8
2021/3/13, 195, 143, 16, 7, 8, 6
2021/3/14, 191, 155, 8, 7, 8, 6
2021/3/15, 184, 226, 7, 7, 7, 6
2021/3/16, 190, 240, 12, 9, 8, 7
2021/3/17, 186, 248, 17, 9, 6, 10
2021/3/18, 183, 190, 20, 9, 6, 7
2021/3/19, 173, 183, 20, 9, 9, 10
2021/3/20, 190, 250, 24, 9, 7, 9
2021/3/21, 221, 161, 15, 9, 4, 7
2021/3/22, 147, 163, 29, 9, 4, 7
2021/3/23, 133, 147, 22, 6, 6, 4
2021/3/24, 150, 95, 16, 3, 4, 4
2021/3/25, 123, 103, 19, 6, 5, 5
2021/3/26, 139, 175, 23, 12, 9, 10
2021/3/27, 186, 195, 26, 12, 6, 9
2021/3/28, 197, , , , , 
2021/3/30, 142, 114, 20, 5, 3, 3
2021/3/31, 87, 127, 20, 3, 3, 2
2020/10/1, 152, 122, 13, 9, 2, 8
2020/10/2, 167, 132, 15, 8, 2, 8
2020/10/3, 161, 124, 13, 10, 2, 8
2020/10/4, 167, 129, 16, 11, 3, 9
2020/10/5, 157, 147, 17, 13, 3, 11
2020/10/6, 165, 156, 20, 12, 3, 9
2020/10/7, 181, 138, 20, 11, 2, 8
2020/10/8, 168, 142, 17, 11, 1, 8
2020/10/9, 173, 141, 21, 10, 3, 9
2020/10/10, 176, 147, 20, 11, 4, 8
2020/10/11, 182, 203, 24, 16, 3, 17
2020/10/12, 201, 234, 15, 17, 3, 16
2020/10/13, 227, 228, 12, 15, 3, 17
2020/10/14, 214, 205, 44, 11, 2, 9
2020/10/15, 223, 233, 16, 16, 2, 13
2020/10/16, 193, 270, 20, 15, 3, 12
2020/10/17, 217, 197, 19, 13, 2, 9
2020/10/18, 190, 204, 22, 13, 2, 10
2020/10/19, 201, 186, 21, 16, 2, 12
2020/10/20, 184, 274, 25, 19, 3, 23
2020/10/21, 200, 365, 26, 23, 4, 23
2020/10/22, 257, 351, 32, 23, 5, 21
2020/10/23, 305, 315, 22, 25, 4, 21
2020/10/24, 282, 307, 29, 29, 5, 27
2020/10/25, 263, 256, 19, 19, 4, 18
2020/10/26, 258, 236, 19, 15, 4, 15
2020/10/27, 242, 261, 18, 21, 4, 20
2020/10/28, 242, 424, 29, 30, 5, 28
2020/10/29, 331, 337, 17, 18, 4, 15
2020/10/30, 318, 344, 18, 11, 4, 11
2020/10/31, 338, 365, 20, 15, 5, 13
2020/11/1, 339, 233, 16, 18, 4, 20
2020/11/2, 240, 278, 17, 22, 4, 28
2020/11/3, 228, 511, 7, 25, 4, 27
2020/11/4, 395, 439, 17, 22, 3, 24
2020/11/5, 394, 410, 15, 22, 4, 23
2020/11/6, 355, 463, 19, 21, 4, 24
2020/11/7, 396, 486, 17, 23, 4, 27
2020/11/8, 409, 741, 15, 25, 4, 28
2020/11/9, 579, 796, 24, 30, 4, 46
2020/11/10, 635, 436, 21, 22, 4, 38
2020/11/11, 330, 361, 126, 20, 3, 34
2020/11/12, 291, 386, 23, 23, 3, 26
2020/11/13, 317, 612, 29, 26, 8, 29
2020/11/14, 530, 350, 19, 19, 10, 16
2020/11/15, 395, 105, 11, 10, 3, 7
2020/11/16, 175, 98, 14, 9, 2, 5
2020/11/17, 160, 163, 21, 12, 1, 11
2020/11/18, 200, 190, 24, 16, 2, 12
2020/11/19, 221, 178, 23, 13, 1, 9
2020/11/20, 244, 164, 20, 11, 3, 9
2020/11/21, 210, 204, , 15, 2, 13
2020/11/22, 235, 331, 21, 22, 3, 25
2020/11/23, 291, 424, 23, 29, 2, 29
2020/11/24, 348, 482, 13, 24, 3, 19
2020/11/25, 412, 122, 14, 9, 2, 6
2020/11/26, 179, 107, 14, 12, 3, 7
2020/11/27, 151, 154, 18, 13, 3, 10
2020/11/28, 195, 201, 22, 18, 3, 16
2020/11/29, 219, 273, 22, 21, 2, 23
2020/11/30, 273, 374, 23, 23, 3, 29
2020/12/1, 331, 302, 23, 19, 4, 17
2020/12/2, 307, 304, 21, 23, 4, 31
2020/12/3, 287, 479, 27, 32, 3, 33
2020/12/4, 395, 357, 20, 25, 2, 18
2020/12/5, 355, 331, 47, 20, 3, 17
2020/12/6, 340, 352, 18, 15, 1, 23
2020/12/7, 357, 364, 21, 17, 2, 25
2020/12/8, 330, 347, 17, 19, 2, 26
2020/12/9, 307, 190, 11, 13, 2, 15
2020/12/10, 212, 234, 6, 25, 2, 20
2020/12/11, 237, 254, 12, 12, , 14
2020/12/12, 317, 111, 9, 6, , 10
2020/12/13, 188, 97, 13, 5, 1, 5
2020/12/14, 172, 130, 12, 9, 4, 7
2020/12/15, 204, 131, 11, 8, , 7
2020/12/16, 203, 141, 11, 8, , 8
2020/12/17, 209, 167, 16, 12, 3, 10
2020/12/18, 231, 181, 16, 13, 3, 11
2020/12/19, 237, 220, 16, 15, 5, 15
2020/12/20, 271, 265, 17, 17, 6, 19
2020/12/21, 288, 476, 16, 21, 4, 33
2020/12/22, 409, 481, 30, 19, 4, 34
2020/12/23, 411, 442, 16, 17, 2, 28
2020/12/24, 395, 298, 18, 15, 2, 22
2020/12/25, 308, 319, 19, 16, 3, 22
2020/12/26, 337, 319, 18, 18, 3, 16
2020/12/27, 332, 181, 16, 9, 1, 7
2020/12/28, 177, 195, 14, 10, 1, 9
2020/12/29, 216, 165, 9, 8, 1, 10
2020/12/30, 231, 302, 7, 13, 1, 21
2020/12/31, 329, 638, 4, 18, 1, 37
2021/1/1, 529, 477, 4, 22, 3, 24
2021/1/2, 458, 147, 2, 12, 2, 12
2021/1/3, 234, 97, 4, 9, 1, 11
2020/7/3, 132, 78, 10, , 2, 
2020/7/4, 125, 48, 2, , 2, 
2020/7/5, 85, 48, 2, , 2, 18
2020/7/6, 136, 72, 4, , 2, 7
2020/7/7, 84, 48, 3, 3, 2, 6
2020/7/8, 89, 52, 3, 7, 1, 4
2020/7/9, 123, 71, 4, 8, , 7
2020/7/10, 85, 62, 4, 7, , 10
2020/7/11, 74, 53, 5, 7, 1, 29
2020/7/12, 76, 49, 6, 8, , 6
2020/7/13, 89, 90, 6, 6, , 4
2020/7/14, 102, 103, 6, 5, , 13
2020/7/15, 116, 86, 7, 5, , 19
2020/7/16, 95, 65, 1, 5, , 
2020/7/17, 129, 70, 1, 5, , 
2020/7/18, 118, 74, 2, 6, , 6
2020/7/19, 77, 49, 2, 6, , 15
2020/7/20, 74, 49, 6, 7, , 14
2020/7/21, 73, 43, 4, 7, , 10
2020/7/22, 92, 50, 2, 6, , 
2020/7/23, 108, 65, 8, 8, , 8
2020/7/24, 137, 83, 9, 9, , 6
2020/7/25, 103, 61, 2, 6, , 9
2020/7/26, 123, 76, 5, 9, , 8
2020/7/27, 115, 80, 1, 8, , 
2020/7/28, 80, 68, 2, 6, , 6
2020/7/29, 77, 68, 2, 8, , 5
2020/7/30, 64, 41, 5, 6, , 6
2020/7/31, 124, 71, 4, 9, , 6
2020/8/1, 105, 63, 4, 8, , 4
2020/8/2, 84, 57, 2, 6, , 4
2020/8/3, 85, 63, 1, 6, 1, 3
2020/8/4, 77, 58, 5, 5, 1, 6
2020/8/5, 120, 74, 3, 8, , 4
2020/8/6, 69, 58, 1, 5, , 7
2020/8/7, 93, 67, 2, 7, 1, 6
2020/8/8, 139, 83, 30, 8, 1, 5
2020/8/9, 93, 51, 2, 6, , 6
2020/8/10, 117, 62, 3, 8, 1, 7
2020/8/11, 130, 71, 1, 12, , 5
2020/8/12, 69, 54, 1, 5, , 5
2020/8/13, 68, 35, 1, 7, , 7
2020/8/14, 89, 50, 3, 7, 1, 7
2020/8/15, 116, 62, 2, 7, , 9
2020/8/16, 80, 46, 4, 8, , 6
2020/8/17, 99, 55, 6, 8, , 6
2020/8/18, 100, 64, , 10, , 9
2020/8/19, 79, 49, 5, 10, , 6
2020/8/20, 80, 41, 5, 8, , 5
2020/8/21, 77, 52, 5, 7, , 5
2020/8/22, 67, 51, 2, 5, , 6
2020/8/23, 68, 46, 12, 5, , 5
2020/8/24, 69, 46, 3, 7, , 7
2020/8/25, 68, 48, 3, 8, , 6
2020/8/26, 61, 52, 3, 6, , 5
2020/8/27, 77, 57, 2, 5, 1, 7
2020/8/28, 106, 65, 6, 8, , 8
2020/8/29, 117, 70, 6, 8, 1, 4
2020/8/30, 75, 51, 5, 5, 1, 6
2020/8/31, 54, 40, 3, 7, , 7
2020/9/1, 64, 55, 7, 9, , 7
2020/9/2, 80, 62, 17, 8, , 7
2020/9/3, 112, 72, 6, 10, 1, 8
2020/9/4, 133, 77, 3, 12, 1, 7
2020/9/5, 132, 82, 7, 9, 1, 7
2020/9/6, 105, 55, 9, 6, 1, 7
2020/9/7, 127, 72, 4, 9, 1, 5
2020/9/8, 107, 65, 7, 6, 1, 7
