date, pm25, pm10, o3, no2, so2, co
2021/5/19, 91, 46, 10, 7, 4, 6
2021/5/20, 89, 57, 5, 9, 6, 7
2021/5/21, 105, 62, 9, 8, 8, 5
2021/5/22, 104, 289, 3, 15, 10, 3
2021/5/23, 202, 112, 28, 5, 4, 5
2021/5/24, 105, 112, 47, 7, 4, 4
2021/5/25, 124, 167, 58, 11, 5, 5
2021/5/26, 154, 153, 40, 12, 4, 5
2021/5/27, 143, 89, 16, 6, 4, 6
2021/5/28, 97, 80, 12, 3, 5, 5
2021/5/29, 51, 85, 20, 4, 5, 4
2021/5/30, 64, 108, 26, 10, 4, 6
2021/5/31, 103, 204, 26, 6, 6, 6
2021/6/1, 102, 102, 22, 7, 7, 5
2021/6/2, 118, 119, 51, 7, 8, 6
2021/6/3, 155, 125, 48, 8, 7, 6
2021/6/4, 155, 89, 40, 9, 6, 5
2021/6/5, 115, 115, 28, 8, 5, 6
2021/6/6, 117, 164, 29, 11, 4, 8
2021/6/7, 147, 481, 6, 9, 3, 5
2021/6/8, 167, 306, 13, 6, 6, 6
2021/6/9, 137, 153, 14, 6, 7, 6
2021/6/10, 130, 111, 15, 8, 7, 5
2021/6/11, 97, 111, 6, 5, 7, 5
2021/6/12, 100, 78, 8, 5, 7, 6
2021/6/13, 100, 92, 7, 5, 5, 5
2021/6/14, 114, 113, 11, 6, 3, 5
2021/6/15, 94, 84, 18, 5, 3, 6
2021/6/16, 109, 83, 19, 5, 3, 7
2021/6/17, 130, 64, 20, 5, 4, 6
2021/6/18, 84, 64, 12, 2, 3, 4
2021/6/19, 75, 50, 11, 2, 4, 4
2021/6/20, 68, 77, 14, 5, 2, 6
2021/6/21, 102, 138, 18, 6, 1, 7
2021/6/22, 127, 270, 27, 9, 1, 6
2021/6/23, 155, 98, 13, 6, 3, 6
2021/6/24, 132, 150, 16, 6, 3, 5
2021/6/25, 121, 106, 11, 11, 4, 7
2021/6/26, 122, 155, 24, 10, 3, 9
2021/6/27, 173, 135, 13, 10, 4, 7
2021/6/28, 153, 194, 11, 14, 5, 6
2021/6/29, 153, 451, 13, 10, 7, 4
2021/6/30, 145, 237, 10, 11, 6, 6
2021/1/4, 207, 85, 8, 13, 5, 10
2021/1/5, 180, 131, 23, 10, 5, 15
2021/1/6, 234, 98, 11, 4, 6, 11
2021/1/7, 187, 149, 6, 8, 8, 13
2021/1/8, 199, 128, 10, 6, 8, 11
2021/1/9, 222, 105, 11, 4, 9, 11
2021/1/10, 200, 159, 16, 12, 7, 11
2021/1/11, 213, 164, 17, 11, 4, 18
2021/1/12, 254, 294, 18, 14, 4, 70
2021/1/13, 325, 431, 16, 19, 6, 36
2021/1/14, 458, 410, 22, 21, 6, 40
2021/1/15, 450, 170, 6, 12, 6, 
2021/1/16, 310, 184, 14, 15, 4, 
2021/1/17, 296, 295, 11, 18, 5, 
2021/1/18, 327, 226, 4, 12, 6, 112
2021/1/19, 312, 158, 14, 11, 4, 2
2021/1/20, 229, 170, 26, 13, 5, 10
2021/1/21, 246, 338, 18, 22, 7, 9
2021/1/22, 377, 176, 21, 18, 6, 8
2021/1/23, 253, 199, 11, 10, 6, 9
2021/1/24, 294, 209, 22, 9, 6, 8
2021/1/25, 245, 140, 2, 13, 6, 7
2021/1/26, 241, , , , , 
2021/1/28, 284, 284, 31, 22, 8, 11
2021/1/29, 300, 237, 26, 26, 9, 12
2021/1/30, 283, 265, 34, 25, 9, 14
2021/1/31, 271, 401, 32, 28, 8, 16
2021/2/1, 356, 413, 35, 33, 12, 17
2021/2/2, 347, 198, 32, 29, 6, 12
2021/2/3, 245, 149, 11, 20, 5, 11
2021/2/4, 240, 121, 18, 15, 7, 8
2021/2/5, 205, 141, 22, 15, 5, 7
2021/2/6, 217, 199, 28, 19, 4, 9
2021/2/7, 247, 224, 31, 21, 6, 10
2021/2/8, 268, 307, 14, 32, 8, 17
2021/2/9, 227, 351, 35, 29, 9, 15
2021/2/10, 292, 333, 28, 24, 10, 11
2021/2/11, 323, 299, 25, 22, 11, 12
2021/2/12, 345, 240, 22, 19, 8, 17
2021/2/13, 247, 271, 3, 17, 10, 20
2021/2/14, 311, 244, 40, 25, 11, 10
2021/2/15, 228, 250, 42, 25, 12, 11
2021/2/16, 269, 341, 30, 22, 14, 12
2021/2/17, 302, 339, 38, 25, 14, 12
2021/2/18, 262, 249, 17, 21, 14, 13
2021/2/19, 289, 179, 27, 18, 14, 11
2021/2/20, 210, 255, 36, 20, 22, 10
2021/2/21, 301, 260, 31, 21, 21, 10
2021/2/22, 251, 329, 29, 25, 25, 12
2021/2/23, 235, 441, 32, 23, 26, 14
2021/2/24, 245, 311, 25, 22, 22, 11
2021/2/25, 259, 309, 18, 21, 23, 13
